iter	Logloss
0	0.5909199399
1	0.5032731853
2	0.4353241089
3	0.3862374916
4	0.3517100216
5	0.3239240455
6	0.3018275611
7	0.2850184151
8	0.2697382389
9	0.2581892741
10	0.24685265
11	0.2364920747
12	0.2284698496
13	0.2239990114
14	0.2174115458
15	0.2116581617
16	0.2067885849
17	0.2039373764
18	0.1986265398
19	0.1962121667
20	0.1909122811
21	0.1866118289
22	0.1842291673
23	0.1803696993
24	0.1787569943
25	0.1758224197
26	0.1731612801
27	0.1714599687
28	0.1694248065
29	0.1674339515
30	0.1653765727
31	0.1637399328
32	0.16207431
33	0.1606248556
34	0.1570796002
35	0.1550432306
36	0.1531970787
37	0.1523489396
38	0.1513789142
39	0.1496476313
40	0.1482774612
41	0.146680365
42	0.1449163853
43	0.1429438028
44	0.1415958798
45	0.1402827498
46	0.1384902001
47	0.1376305603
48	0.1354283228
49	0.1344684196
50	0.1329174623
51	0.1317366887
52	0.1300161136
53	0.1292536852
54	0.1287343446
55	0.1271116363
56	0.1256366786
57	0.1248878623
58	0.124174726
59	0.1222805203
60	0.1212206302
61	0.1202673988
62	0.118891496
63	0.1177465323
64	0.1166166739
65	0.1160412515
66	0.1147817311
67	0.1137116994
68	0.1128147051
69	0.1120137277
70	0.1114799556
71	0.1103197323
72	0.1089800373
73	0.1082616536
74	0.1078818374
75	0.1071888078
76	0.1048466445
77	0.1033097555
78	0.1019769318
79	0.100746894
80	0.1000030533
81	0.09864019542
82	0.097701349
83	0.09703230142
84	0.09632190906
85	0.09584084925
86	0.09493910404
87	0.09402039448
88	0.09353844403
89	0.09314493339
90	0.09200470621
91	0.09150730885
92	0.09125513225
93	0.09095514748
94	0.09061801351
95	0.0903367326
96	0.08952833055
97	0.08831279455
98	0.08746084482
99	0.08634157724
100	0.08499817314
101	0.0839705234
102	0.08369841729
103	0.08316141395
104	0.08231290264
105	0.08184349837
106	0.08142176987
107	0.08047818097
108	0.08010860497
109	0.07891668175
110	0.07809378994
111	0.07726584912
112	0.07608238793
113	0.07509623287
114	0.07452597195
115	0.07373385009
116	0.07278043729
117	0.0722753741
118	0.07187032345
119	0.07157652076
120	0.07052439979
121	0.06970480812
122	0.06902895336
123	0.06845723134
124	0.06725030347
125	0.06701521152
126	0.06658846532
127	0.06599467661
128	0.06525861351
129	0.06476150917
130	0.06423456123
131	0.06361830082
132	0.06294913735
133	0.06186111708
134	0.06116347475
135	0.06075236411
136	0.06052872711
137	0.06006202528
138	0.05929799616
139	0.05894214093
140	0.05859417682
141	0.05790971223
142	0.05712470328
143	0.05681401041
144	0.05651071742
145	0.05606796145
146	0.05559463684
147	0.05525314171
148	0.05486047023
149	0.05470380227
150	0.05458282758
151	0.05432697336
152	0.05377436529
153	0.05355481603
154	0.05305760791
155	0.05262949004
156	0.05216900787
157	0.0519148533
158	0.05144817014
159	0.0506363756
160	0.05012871374
161	0.04964721291
162	0.04911892022
163	0.04871017284
164	0.04838986526
165	0.04816200791
166	0.0476458774
167	0.04701952345
168	0.04647912842
169	0.04637612959
170	0.04624413588
171	0.04571127832
172	0.04511823264
173	0.04461070705
174	0.04454030032
175	0.04445981001
176	0.04431386329
177	0.04402130112
178	0.04370422621
179	0.0435535871
180	0.04339300628
181	0.04333123304
182	0.04313636413
183	0.04262600243
184	0.04238402151
185	0.04198096414
186	0.04171195908
187	0.04148674995
188	0.04128972659
189	0.04110470502
190	0.04071614423
191	0.04034082854
192	0.03968207075
193	0.03935247734
194	0.03902610034
195	0.03887094643
196	0.03848027436
197	0.03814102574
198	0.03795632219
199	0.03778282972
200	0.03763676771
201	0.03741691778
202	0.03728818053
203	0.03710665326
204	0.03696673819
205	0.03665143223
206	0.03642515705
207	0.03615742935
208	0.0358091687
209	0.03537239338
210	0.03519055644
211	0.03486818212
212	0.03463183946
213	0.03439881032
214	0.03397585084
215	0.03376619536
216	0.03352993983
217	0.03334695296
218	0.03327839032
219	0.03318649709
220	0.03279264593
221	0.03252379949
222	0.03224474843
223	0.03206595214
224	0.03187800372
225	0.03125764667
226	0.03099894785
227	0.03066269037
228	0.03041073994
229	0.03005517116
230	0.02976219205
231	0.02948986963
232	0.02928191785
233	0.02911056144
234	0.02888861308
235	0.02875576292
236	0.02863150903
237	0.02856314633
238	0.02833412699
239	0.02814875194
240	0.02788635899
241	0.02772934447
242	0.02733155072
243	0.02710832352
244	0.02693063228
245	0.02679795304
246	0.02670829707
247	0.02656389383
248	0.02635023588
249	0.0262505644
250	0.02605253933
251	0.0259103187
252	0.02579504457
253	0.02568511487
254	0.02557206558
255	0.02538058824
256	0.02524095224
257	0.02515524435
258	0.02504762166
259	0.02490206496
260	0.0247013478
261	0.02457460598
262	0.02434837094
263	0.02424854666
264	0.02415781548
265	0.02404204667
266	0.02384403006
267	0.02370786996
268	0.02351841639
269	0.02338345021
270	0.02338104192
271	0.02324789441
272	0.02300886043
273	0.02294817872
274	0.02284398928
275	0.02264758613
276	0.02256728997
277	0.02245122869
278	0.02231149048
279	0.02226770982
280	0.02208292814
281	0.0219783625
282	0.02182115004
283	0.02179310288
284	0.02170145988
285	0.02157332498
286	0.02149854215
287	0.02144268422
288	0.02133536298
289	0.02125348119
290	0.02115907295
291	0.02102286112
292	0.02080139808
293	0.020693378
294	0.02051013854
295	0.02038960915
296	0.0202845117
297	0.02021805939
298	0.02006510741
299	0.01998601505
